Indicator_data,case_id,First Tooltip
Healthy life expectancy (HALE) at birth (years),"Canada,2015,Male",70.41
Healthy life expectancy (HALE) at birth (years),"Canada,2015,Female",71.85
Healthy life expectancy (HALE) at birth (years),"Canada,2010,Both sexes",70.84
Healthy life expectancy (HALE) at birth (years),"Canada,2010,Male",69.92
Healthy life expectancy (HALE) at birth (years),"Canada,2010,Female",71.69
Healthy life expectancy (HALE) at birth (years),"Canada,2000,Both sexes",69.42
Healthy life expectancy (HALE) at birth (years),"Canada,2000,Male",68.11
Healthy life expectancy (HALE) at birth (years),"Canada,2000,Female",70.64
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2019,Both sexes",46.37
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2019,Male",44.48
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2019,Female",48.44
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2015,Both sexes",44.16
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2015,Male",42.67
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2015,Female",45.74
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2010,Both sexes",42.45
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2010,Male",41.41
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2010,Female",43.56
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2000,Both sexes",38.69
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2000,Male",38.19
Healthy life expectancy (HALE) at birth (years),"Central African Republic,2000,Female",39.27
Healthy life expectancy (HALE) at birth (years),"Chad,2019,Both sexes",52.02
Healthy life expectancy (HALE) at birth (years),"Chad,2019,Male",51.28
Healthy life expectancy (HALE) at birth (years),"Chad,2019,Female",52.76
Healthy life expectancy (HALE) at birth (years),"Chad,2015,Both sexes",50.53
Healthy life expectancy (HALE) at birth (years),"Chad,2015,Male",49.79
Healthy life expectancy (HALE) at birth (years),"Chad,2015,Female",51.29
Healthy life expectancy (HALE) at birth (years),"Chad,2010,Both sexes",48.55
Healthy life expectancy (HALE) at birth (years),"Chad,2010,Male",47.73
Healthy life expectancy (HALE) at birth (years),"Chad,2010,Female",49.4
Healthy life expectancy (HALE) at birth (years),"Chad,2000,Both sexes",44.7
Healthy life expectancy (HALE) at birth (years),"Chad,2000,Male",43.72
Healthy life expectancy (HALE) at birth (years),"Chad,2000,Female",45.73
Healthy life expectancy (HALE) at birth (years),"Chile,2019,Both sexes",70.05
Healthy life expectancy (HALE) at birth (years),"Chile,2019,Male",68.96
Healthy life expectancy (HALE) at birth (years),"Chile,2019,Female",71.05
Healthy life expectancy (HALE) at birth (years),"Chile,2015,Both sexes",69.44
Healthy life expectancy (HALE) at birth (years),"Chile,2015,Male",68.14
Healthy life expectancy (HALE) at birth (years),"Chile,2015,Female",70.66
Healthy life expectancy (HALE) at birth (years),"Chile,2010,Both sexes",68.46
Healthy life expectancy (HALE) at birth (years),"Chile,2010,Male",67.02
Healthy life expectancy (HALE) at birth (years),"Chile,2010,Female",69.82
Healthy life expectancy (HALE) at birth (years),"Chile,2000,Both sexes",67
Healthy life expectancy (HALE) at birth (years),"Chile,2000,Male",65.43
Healthy life expectancy (HALE) at birth (years),"Chile,2000,Female",68.47
Healthy life expectancy (HALE) at birth (years),"China,2019,Both sexes",68.53
Healthy life expectancy (HALE) at birth (years),"China,2019,Male",67.21
Healthy life expectancy (HALE) at birth (years),"China,2019,Female",70.02
Healthy life expectancy (HALE) at birth (years),"China,2015,Both sexes",68.01
Healthy life expectancy (HALE) at birth (years),"China,2015,Male",66.6
Healthy life expectancy (HALE) at birth (years),"China,2015,Female",69.65
Healthy life expectancy (HALE) at birth (years),"China,2010,Both sexes",66.68
Healthy life expectancy (HALE) at birth (years),"China,2010,Male",65.35
Healthy life expectancy (HALE) at birth (years),"China,2010,Female",68.23
Healthy life expectancy (HALE) at birth (years),"China,2000,Both sexes",63.71
Healthy life expectancy (HALE) at birth (years),"China,2000,Male",62.71
Healthy life expectancy (HALE) at birth (years),"China,2000,Female",64.86
Healthy life expectancy (HALE) at birth (years),"Colombia,2019,Both sexes",68.96
Healthy life expectancy (HALE) at birth (years),"Colombia,2019,Male",67.42
Healthy life expectancy (HALE) at birth (years),"Colombia,2019,Female",70.47
Healthy life expectancy (HALE) at birth (years),"Colombia,2015,Both sexes",68.29
Healthy life expectancy (HALE) at birth (years),"Colombia,2015,Male",66.64
Healthy life expectancy (HALE) at birth (years),"Colombia,2015,Female",69.91
Healthy life expectancy (HALE) at birth (years),"Colombia,2010,Both sexes",67.15
Healthy life expectancy (HALE) at birth (years),"Colombia,2010,Male",65.18
Healthy life expectancy (HALE) at birth (years),"Colombia,2010,Female",69.1
Healthy life expectancy (HALE) at birth (years),"Colombia,2000,Both sexes",64.14
Healthy life expectancy (HALE) at birth (years),"Colombia,2000,Male",61.42
Healthy life expectancy (HALE) at birth (years),"Colombia,2000,Female",66.91
Healthy life expectancy (HALE) at birth (years),"Comoros,2019,Both sexes",58.95
Healthy life expectancy (HALE) at birth (years),"Comoros,2019,Male",58.27
Healthy life expectancy (HALE) at birth (years),"Comoros,2019,Female",59.62
Healthy life expectancy (HALE) at birth (years),"Comoros,2015,Both sexes",58.19
Healthy life expectancy (HALE) at birth (years),"Comoros,2015,Male",57.61
Healthy life expectancy (HALE) at birth (years),"Comoros,2015,Female",58.77
Healthy life expectancy (HALE) at birth (years),"Comoros,2010,Both sexes",56.97
Healthy life expectancy (HALE) at birth (years),"Comoros,2010,Male",56.39
Healthy life expectancy (HALE) at birth (years),"Comoros,2010,Female",57.53
Healthy life expectancy (HALE) at birth (years),"Comoros,2000,Both sexes",53.77
Healthy life expectancy (HALE) at birth (years),"Comoros,2000,Male",53.15
Healthy life expectancy (HALE) at birth (years),"Comoros,2000,Female",54.38
Healthy life expectancy (HALE) at birth (years),"Congo,2019,Both sexes",56.25
Healthy life expectancy (HALE) at birth (years),"Congo,2019,Male",56.35
Healthy life expectancy (HALE) at birth (years),"Congo,2019,Female",56.11
Healthy life expectancy (HALE) at birth (years),"Congo,2015,Both sexes",54.9
Healthy life expectancy (HALE) at birth (years),"Congo,2015,Male",55.29
Healthy life expectancy (HALE) at birth (years),"Congo,2015,Female",54.49
Healthy life expectancy (HALE) at birth (years),"Congo,2010,Both sexes",53.03
Healthy life expectancy (HALE) at birth (years),"Congo,2010,Male",53.85
Healthy life expectancy (HALE) at birth (years),"Congo,2010,Female",52.21
Healthy life expectancy (HALE) at birth (years),"Congo,2000,Both sexes",45.35
Healthy life expectancy (HALE) at birth (years),"Congo,2000,Male",45.48
Healthy life expectancy (HALE) at birth (years),"Congo,2000,Female",45.18
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2019,Both sexes",69.97
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2019,Male",68.65
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2019,Female",71.33
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2015,Both sexes",70.04
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2015,Male",68.67
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2015,Female",71.44
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2010,Both sexes",69.19
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2010,Male",67.86
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2010,Female",70.55
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2000,Both sexes",68.04
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2000,Male",66.84
Healthy life expectancy (HALE) at birth (years),"Costa Rica,2000,Female",69.28
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2019,Both sexes",54.81
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2019,Male",53.45
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2019,Female",56.46
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2015,Both sexes",52.52
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2015,Male",51.27
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2015,Female",54.09
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2010,Both sexes",49.46
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2010,Male",48.51
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2010,Female",50.71
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2000,Both sexes",43.96
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2000,Male",43.3
Healthy life expectancy (HALE) at birth (years),"Côte d’Ivoire,2000,Female",44.96
Healthy life expectancy (HALE) at birth (years),"Croatia,2019,Both sexes",68.62
Healthy life expectancy (HALE) at birth (years),"Croatia,2019,Male",66.69
Healthy life expectancy (HALE) at birth (years),"Croatia,2019,Female",70.46
Healthy life expectancy (HALE) at birth (years),"Croatia,2015,Both sexes",67.9
Healthy life expectancy (HALE) at birth (years),"Croatia,2015,Male",65.78
Healthy life expectancy (HALE) at birth (years),"Croatia,2015,Female",69.93
Healthy life expectancy (HALE) at birth (years),"Croatia,2010,Both sexes",67.31
Healthy life expectancy (HALE) at birth (years),"Croatia,2010,Male",65.1
Healthy life expectancy (HALE) at birth (years),"Croatia,2010,Female",69.44
Healthy life expectancy (HALE) at birth (years),"Croatia,2000,Both sexes",65.43
Healthy life expectancy (HALE) at birth (years),"Croatia,2000,Male",62.89
Healthy life expectancy (HALE) at birth (years),"Croatia,2000,Female",67.89
Healthy life expectancy (HALE) at birth (years),"Cuba,2019,Both sexes",67.84
Healthy life expectancy (HALE) at birth (years),"Cuba,2019,Male",66.55
Healthy life expectancy (HALE) at birth (years),"Cuba,2019,Female",69.16
Healthy life expectancy (HALE) at birth (years),"Cuba,2015,Both sexes",68.05
Healthy life expectancy (HALE) at birth (years),"Cuba,2015,Male",66.93
Healthy life expectancy (HALE) at birth (years),"Cuba,2015,Female",69.19
Healthy life expectancy (HALE) at birth (years),"Cuba,2010,Both sexes",67.95
Healthy life expectancy (HALE) at birth (years),"Cuba,2010,Male",66.96
Healthy life expectancy (HALE) at birth (years),"Cuba,2010,Female",68.98
Healthy life expectancy (HALE) at birth (years),"Cuba,2000,Both sexes",67.12
Healthy life expectancy (HALE) at birth (years),"Cuba,2000,Male",66.16
Healthy life expectancy (HALE) at birth (years),"Cuba,2000,Female",68.14
Healthy life expectancy (HALE) at birth (years),"Cyprus,2019,Both sexes",72.41
Healthy life expectancy (HALE) at birth (years),"Cyprus,2019,Male",71.82
Healthy life expectancy (HALE) at birth (years),"Cyprus,2019,Female",72.97
Healthy life expectancy (HALE) at birth (years),"Cyprus,2015,Both sexes",71.63
Healthy life expectancy (HALE) at birth (years),"Cyprus,2015,Male",70.86
Healthy life expectancy (HALE) at birth (years),"Cyprus,2015,Female",72.37
Healthy life expectancy (HALE) at birth (years),"Cyprus,2010,Both sexes",70.79
Healthy life expectancy (HALE) at birth (years),"Cyprus,2010,Male",70.02
Healthy life expectancy (HALE) at birth (years),"Cyprus,2010,Female",71.54
Healthy life expectancy (HALE) at birth (years),"Cyprus,2000,Both sexes",69.13
Healthy life expectancy (HALE) at birth (years),"Cyprus,2000,Male",68.28
Healthy life expectancy (HALE) at birth (years),"Cyprus,2000,Female",69.96
Healthy life expectancy (HALE) at birth (years),"Czechia,2019,Both sexes",68.79
Healthy life expectancy (HALE) at birth (years),"Czechia,2019,Male",66.97
Healthy life expectancy (HALE) at birth (years),"Czechia,2019,Female",70.57
Healthy life expectancy (HALE) at birth (years),"Czechia,2015,Both sexes",68.29
Healthy life expectancy (HALE) at birth (years),"Czechia,2015,Male",66.36
Healthy life expectancy (HALE) at birth (years),"Czechia,2015,Female",70.17
Healthy life expectancy (HALE) at birth (years),"Czechia,2010,Both sexes",67.74
Healthy life expectancy (HALE) at birth (years),"Czechia,2010,Male",65.57
Healthy life expectancy (HALE) at birth (years),"Czechia,2010,Female",69.86
Healthy life expectancy (HALE) at birth (years),"Czechia,2000,Both sexes",65.94
Healthy life expectancy (HALE) at birth (years),"Czechia,2000,Male",63.56
Healthy life expectancy (HALE) at birth (years),"Czechia,2000,Female",68.25
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2019,Both sexes",65.01
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2019,Male",63.3
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2019,Female",66.58
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2015,Both sexes",64.3
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2015,Male",62.58
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2015,Female",65.86
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2010,Both sexes",62.98
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2010,Male",61.3
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2010,Female",64.49
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2000,Both sexes",57.75
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2000,Male",55.99
Healthy life expectancy (HALE) at birth (years),"Democratic People's Republic of Korea,2000,Female",59.38
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2019,Both sexes",54.09
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2019,Male",52.81
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2019,Female",55.44
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2015,Both sexes",52.43
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2015,Male",51.28
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2015,Female",53.64
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2010,Both sexes",49.88
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2010,Male",48.98
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2010,Female",50.82
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2000,Both sexes",45.26
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2000,Male",44.13
Healthy life expectancy (HALE) at birth (years),"Democratic Republic of the Congo,2000,Female",46.42
Healthy life expectancy (HALE) at birth (years),"Denmark,2019,Both sexes",71.04
Healthy life expectancy (HALE) at birth (years),"Denmark,2019,Male",70.67
Healthy life expectancy (HALE) at birth (years),"Denmark,2019,Female",71.38
Healthy life expectancy (HALE) at birth (years),"Denmark,2015,Both sexes",70.53
Healthy life expectancy (HALE) at birth (years),"Denmark,2015,Male",70.09
Healthy life expectancy (HALE) at birth (years),"Denmark,2015,Female",70.93
Healthy life expectancy (HALE) at birth (years),"Denmark,2010,Both sexes",69.42
Healthy life expectancy (HALE) at birth (years),"Denmark,2010,Male",68.78
Healthy life expectancy (HALE) at birth (years),"Denmark,2010,Female",70.02
Healthy life expectancy (HALE) at birth (years),"Denmark,2000,Both sexes",67.57
Healthy life expectancy (HALE) at birth (years),"Denmark,2000,Male",66.73
Healthy life expectancy (HALE) at birth (years),"Denmark,2000,Female",68.34
Healthy life expectancy (HALE) at birth (years),"Djibouti,2019,Both sexes",58
Healthy life expectancy (HALE) at birth (years),"Djibouti,2019,Male",57.21
Healthy life expectancy (HALE) at birth (years),"Djibouti,2019,Female",58.9
Healthy life expectancy (HALE) at birth (years),"Djibouti,2015,Both sexes",57
Healthy life expectancy (HALE) at birth (years),"Djibouti,2015,Male",56.12
Healthy life expectancy (HALE) at birth (years),"Djibouti,2015,Female",57.91
Healthy life expectancy (HALE) at birth (years),"Djibouti,2010,Both sexes",54.59
Healthy life expectancy (HALE) at birth (years),"Djibouti,2010,Male",54.23
Healthy life expectancy (HALE) at birth (years),"Djibouti,2010,Female",55
Healthy life expectancy (HALE) at birth (years),"Djibouti,2000,Both sexes",52.73
Healthy life expectancy (HALE) at birth (years),"Djibouti,2000,Male",51.76
Healthy life expectancy (HALE) at birth (years),"Djibouti,2000,Female",53.77
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2019,Both sexes",63.98
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2019,Male",62.07
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2019,Female",66.05
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2015,Both sexes",63.21
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2015,Male",61.25
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2015,Female",65.39
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2010,Both sexes",64.38
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2010,Male",62.74
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2010,Female",66.17
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2000,Both sexes",64.1
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2000,Male",62.12
Healthy life expectancy (HALE) at birth (years),"Dominican Republic,2000,Female",66.39
Healthy life expectancy (HALE) at birth (years),"Ecuador,2019,Both sexes",68.48
Healthy life expectancy (HALE) at birth (years),"Ecuador,2019,Male",67.71
Healthy life expectancy (HALE) at birth (years),"Ecuador,2019,Female",69.26
Healthy life expectancy (HALE) at birth (years),"Ecuador,2015,Both sexes",67.49
Healthy life expectancy (HALE) at birth (years),"Ecuador,2015,Male",66.48
Healthy life expectancy (HALE) at birth (years),"Ecuador,2015,Female",68.53
Healthy life expectancy (HALE) at birth (years),"Ecuador,2010,Both sexes",65.8
Healthy life expectancy (HALE) at birth (years),"Ecuador,2010,Male",64.36
Healthy life expectancy (HALE) at birth (years),"Ecuador,2010,Female",67.3
Healthy life expectancy (HALE) at birth (years),"Ecuador,2000,Both sexes",65.25
Healthy life expectancy (HALE) at birth (years),"Ecuador,2000,Male",63.9
Healthy life expectancy (HALE) at birth (years),"Ecuador,2000,Female",66.66
Healthy life expectancy (HALE) at birth (years),"Egypt,2019,Both sexes",62.97
Healthy life expectancy (HALE) at birth (years),"Egypt,2019,Male",62.29
Healthy life expectancy (HALE) at birth (years),"Egypt,2019,Female",63.68
Healthy life expectancy (HALE) at birth (years),"Egypt,2015,Both sexes",62
Healthy life expectancy (HALE) at birth (years),"Egypt,2015,Male",61.29
Healthy life expectancy (HALE) at birth (years),"Egypt,2015,Female",62.77
Healthy life expectancy (HALE) at birth (years),"Egypt,2010,Both sexes",61.69
Healthy life expectancy (HALE) at birth (years),"Egypt,2010,Male",60.91
Healthy life expectancy (HALE) at birth (years),"Egypt,2010,Female",62.51
Healthy life expectancy (HALE) at birth (years),"Egypt,2000,Both sexes",61.21
Healthy life expectancy (HALE) at birth (years),"Egypt,2000,Male",60.27
Healthy life expectancy (HALE) at birth (years),"Egypt,2000,Female",62.16
Healthy life expectancy (HALE) at birth (years),"El Salvador,2019,Both sexes",64.87
Healthy life expectancy (HALE) at birth (years),"El Salvador,2019,Male",61.65
Healthy life expectancy (HALE) at birth (years),"El Salvador,2019,Female",67.82
Healthy life expectancy (HALE) at birth (years),"El Salvador,2015,Both sexes",63.46
Healthy life expectancy (HALE) at birth (years),"El Salvador,2015,Male",59.63
Healthy life expectancy (HALE) at birth (years),"El Salvador,2015,Female",67.03
Healthy life expectancy (HALE) at birth (years),"El Salvador,2010,Both sexes",64.4
Healthy life expectancy (HALE) at birth (years),"El Salvador,2010,Male",61.5
Healthy life expectancy (HALE) at birth (years),"El Salvador,2010,Female",67.04
Healthy life expectancy (HALE) at birth (years),"El Salvador,2000,Both sexes",62.73
Healthy life expectancy (HALE) at birth (years),"El Salvador,2000,Male",59.68
Healthy life expectancy (HALE) at birth (years),"El Salvador,2000,Female",65.66
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2019,Both sexes",53.86
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2019,Male",53.43
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2019,Female",54.08
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2015,Both sexes",52.9
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2015,Male",52.85
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2015,Female",52.6
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2010,Both sexes",51.68
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2010,Male",52.43
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2010,Female",50.42
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2000,Both sexes",46.81
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2000,Male",45.81
Healthy life expectancy (HALE) at birth (years),"Equatorial Guinea,2000,Female",47.88
Healthy life expectancy (HALE) at birth (years),"Eritrea,2019,Both sexes",55.73
Healthy life expectancy (HALE) at birth (years),"Eritrea,2019,Male",53.91
Healthy life expectancy (HALE) at birth (years),"Eritrea,2019,Female",57.7
Healthy life expectancy (HALE) at birth (years),"Eritrea,2015,Both sexes",54.1
Healthy life expectancy (HALE) at birth (years),"Eritrea,2015,Male",52.18
Healthy life expectancy (HALE) at birth (years),"Eritrea,2015,Female",56.21
Healthy life expectancy (HALE) at birth (years),"Eritrea,2010,Both sexes",52.65
Healthy life expectancy (HALE) at birth (years),"Eritrea,2010,Male",50.7
Healthy life expectancy (HALE) at birth (years),"Eritrea,2010,Female",54.84
Healthy life expectancy (HALE) at birth (years),"Eritrea,2000,Both sexes",47.01
Healthy life expectancy (HALE) at birth (years),"Eritrea,2000,Male",44.6
Healthy life expectancy (HALE) at birth (years),"Eritrea,2000,Female",49.86
Healthy life expectancy (HALE) at birth (years),"Estonia,2019,Both sexes",69.24
Healthy life expectancy (HALE) at birth (years),"Estonia,2019,Male",66.39
Healthy life expectancy (HALE) at birth (years),"Estonia,2019,Female",71.72
Healthy life expectancy (HALE) at birth (years),"Estonia,2015,Both sexes",68.26
Healthy life expectancy (HALE) at birth (years),"Estonia,2015,Male",65.03
Healthy life expectancy (HALE) at birth (years),"Estonia,2015,Female",71.12
Healthy life expectancy (HALE) at birth (years),"Estonia,2010,Both sexes",66.88
Healthy life expectancy (HALE) at birth (years),"Estonia,2010,Male",63.26
Healthy life expectancy (HALE) at birth (years),"Estonia,2010,Female",70.17
Healthy life expectancy (HALE) at birth (years),"Estonia,2000,Both sexes",62.56
Healthy life expectancy (HALE) at birth (years),"Estonia,2000,Male",58.54
Healthy life expectancy (HALE) at birth (years),"Estonia,2000,Female",66.5
Healthy life expectancy (HALE) at birth (years),"Eswatini,2019,Both sexes",50.06
Healthy life expectancy (HALE) at birth (years),"Eswatini,2019,Male",47.07
Healthy life expectancy (HALE) at birth (years),"Eswatini,2019,Female",53.85
Healthy life expectancy (HALE) at birth (years),"Eswatini,2015,Both sexes",46.91
Healthy life expectancy (HALE) at birth (years),"Eswatini,2015,Male",44.34
Healthy life expectancy (HALE) at birth (years),"Eswatini,2015,Female",50.16
Healthy life expectancy (HALE) at birth (years),"Eswatini,2010,Both sexes",41.38
Healthy life expectancy (HALE) at birth (years),"Eswatini,2010,Male",39.76
Healthy life expectancy (HALE) at birth (years),"Eswatini,2010,Female",43.65
Healthy life expectancy (HALE) at birth (years),"Eswatini,2000,Both sexes",41.28
Healthy life expectancy (HALE) at birth (years),"Eswatini,2000,Male",39.91
Healthy life expectancy (HALE) at birth (years),"Eswatini,2000,Female",42.8
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2019,Both sexes",59.89
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2019,Male",58.98
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2019,Female",60.81
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2015,Both sexes",58.32
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2015,Male",57.41
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2015,Female",59.25
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2010,Both sexes",54.96
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2010,Male",54.18
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2010,Female",55.77
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2000,Both sexes",44.33
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2000,Male",43.86
Healthy life expectancy (HALE) at birth (years),"Ethiopia,2000,Female",44.85
Healthy life expectancy (HALE) at birth (years),"Fiji,2019,Both sexes",59.59
Healthy life expectancy (HALE) at birth (years),"Fiji,2019,Male",58.54
Healthy life expectancy (HALE) at birth (years),"Fiji,2019,Female",60.74
Healthy life expectancy (HALE) at birth (years),"Fiji,2015,Both sexes",59.58
Healthy life expectancy (HALE) at birth (years),"Fiji,2015,Male",58.57
Healthy life expectancy (HALE) at birth (years),"Fiji,2015,Female",60.69
Healthy life expectancy (HALE) at birth (years),"Fiji,2010,Both sexes",59.49
Healthy life expectancy (HALE) at birth (years),"Fiji,2010,Male",58.82
Healthy life expectancy (HALE) at birth (years),"Fiji,2010,Female",60.25
Healthy life expectancy (HALE) at birth (years),"Fiji,2000,Both sexes",58.09
Healthy life expectancy (HALE) at birth (years),"Fiji,2000,Male",56.89
Healthy life expectancy (HALE) at birth (years),"Fiji,2000,Female",59.47
Healthy life expectancy (HALE) at birth (years),"Finland,2019,Both sexes",71
Healthy life expectancy (HALE) at birth (years),"Finland,2019,Male",69.93
Healthy life expectancy (HALE) at birth (years),"Finland,2019,Female",72.03
Healthy life expectancy (HALE) at birth (years),"Finland,2015,Both sexes",70.73
Healthy life expectancy (HALE) at birth (years),"Finland,2015,Male",69.44
Healthy life expectancy (HALE) at birth (years),"Finland,2015,Female",71.97
Healthy life expectancy (HALE) at birth (years),"Finland,2010,Both sexes",69.55
Healthy life expectancy (HALE) at birth (years),"Finland,2010,Male",67.86
Healthy life expectancy (HALE) at birth (years),"Finland,2010,Female",71.21
Healthy life expectancy (HALE) at birth (years),"Finland,2000,Both sexes",67.78
Healthy life expectancy (HALE) at birth (years),"Finland,2000,Male",65.79
Healthy life expectancy (HALE) at birth (years),"Finland,2000,Female",69.64
Healthy life expectancy (HALE) at birth (years),"France,2019,Both sexes",72.08
Healthy life expectancy (HALE) at birth (years),"France,2019,Male",71.06
Healthy life expectancy (HALE) at birth (years),"France,2019,Female",73.06
Healthy life expectancy (HALE) at birth (years),"France,2015,Both sexes",71.7
Healthy life expectancy (HALE) at birth (years),"France,2015,Male",70.47
Healthy life expectancy (HALE) at birth (years),"France,2015,Female",72.87
Healthy life expectancy (HALE) at birth (years),"France,2010,Both sexes",71.16
Healthy life expectancy (HALE) at birth (years),"France,2010,Male",69.71
Healthy life expectancy (HALE) at birth (years),"France,2010,Female",72.54
Healthy life expectancy (HALE) at birth (years),"France,2000,Both sexes",69.3
Healthy life expectancy (HALE) at birth (years),"France,2000,Male",67.41
Healthy life expectancy (HALE) at birth (years),"France,2000,Female",71.14
Healthy life expectancy (HALE) at birth (years),"Gabon,2019,Both sexes",57.56
Healthy life expectancy (HALE) at birth (years),"Gabon,2019,Male",55.99
Healthy life expectancy (HALE) at birth (years),"Gabon,2019,Female",59.33
Healthy life expectancy (HALE) at birth (years),"Gabon,2015,Both sexes",56.29
Healthy life expectancy (HALE) at birth (years),"Gabon,2015,Male",54.75
Healthy life expectancy (HALE) at birth (years),"Gabon,2015,Female",57.98
Healthy life expectancy (HALE) at birth (years),"Gabon,2010,Both sexes",54.01
Healthy life expectancy (HALE) at birth (years),"Gabon,2010,Male",53.14
Healthy life expectancy (HALE) at birth (years),"Gabon,2010,Female",54.86
Healthy life expectancy (HALE) at birth (years),"Gabon,2000,Both sexes",50.5
Healthy life expectancy (HALE) at birth (years),"Gabon,2000,Male",49.64
