diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Female",7.8,3.49,13.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Both sexes",49.37,41.46,56.96
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Male",60.17,50.84,69.73
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Female",37.75,31.43,43.98
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Both sexes",35.22,27.54,42.62
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Male",34.86,27.48,42.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Female",35.6,27.62,43.47
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Both sexes",21.17,16.66,26.1
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Male",24.29,19.23,29.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Female",18.01,13.87,22.53
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Both sexes",18.89,15.71,22.69
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Male",19.89,16.63,23.48
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Female",17.88,14.5,22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Both sexes",9.86,6.33,13.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Male",11.64,8.02,15.57
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Female",8.1,4.48,12.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Both sexes",8.1,5.52,10.81
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Male",9.34,6.77,11.96
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Female",6.89,4.27,9.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Both sexes",21.7,13.64,30.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Male",21.83,14.9,29.04
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Female",21.57,12.14,32.16
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Both sexes",10.92,7.75,14.76
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Male",11.1,8.04,14.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Female",10.74,7.29,14.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Both sexes",12.36,7.79,17.43
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Male",12.7,8.79,16.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Female",12.03,6.62,18.44
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Both sexes",15.15,12.45,17.96
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Male",19.08,15.82,22.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Female",11.12,8.83,13.53
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Both sexes",35.2,24.44,49.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Male",37.88,27.81,53.38
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Female",32.68,21.33,46.82
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Both sexes",5.91,5.06,6.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Male",6.17,5.29,7.01
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Female",5.66,4.77,6.65
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Both sexes",25.93,22.8,28.84
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Male",31.46,27.27,35.23
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Female",20.54,17.99,22.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Both sexes",20.33,17.51,23.17
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Male",27.82,23.94,31.92
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Female",10.24,8.74,11.72
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Both sexes",43.31,30.36,58.57
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Male",45.96,33.67,60.69
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Female",40.71,27.27,57.24
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Both sexes",37.58,33.08,41.86
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Male",34.47,30.14,38.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Female",40.68,35.45,45.42
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Both sexes",59.46,39.69,81.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Male",59.27,43.42,77.64
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Female",59.62,36.07,87.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Both sexes",38.14,29.86,46.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Male",48.45,38.59,57.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Female",27.76,21.03,34.85
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Both sexes",22.59,19.05,26.63
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Male",17.53,14.65,20.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Female",27.37,22.86,32.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Both sexes",20.49,17.9,23.11
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Male",20.37,17.75,23.09
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Female",20.6,17.85,23.23
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Both sexes",26.04,21.66,30.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Male",30.63,25.75,35.26
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Female",21.37,17.35,25.24
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Both sexes",57.52,37.65,78.54
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Male",57.95,42,73.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Female",57.15,33.3,83.93
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Both sexes",10.57,6.77,14.73
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Male",11.8,8.19,15.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Female",9.33,5.16,14.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Both sexes",15.01,13.32,16.71
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Male",16.84,14.96,18.69
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Female",13.19,11.47,14.85
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",11.19,9.66,12.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",11.25,9.8,12.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",11.13,9.47,12.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",17.03,12.77,24.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",20.1,15.4,28.12
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",13.73,9.84,20.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",8.38,5.68,12.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",9.97,6.87,14.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",6.29,4.09,9.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",23.76,20.98,26.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",19.84,17.48,22.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",27.69,24.39,30.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",24.11,16.53,31.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",25.5,18.65,32.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",22.7,14.18,32.04
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",22.43,18.8,26.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",21.17,17.73,24.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",23.71,19.67,27.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",22.83,15.82,36.15
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",26.38,19.19,41.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",19.34,12.65,31.24
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",15.3,11.98,18.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",17.42,13.89,20.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",13.21,9.88,16.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",34.44,28.97,39.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",36.19,30.5,41.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",32.6,26.93,37.73
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",46.4,38.8,54.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",56.09,47.43,65.45
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",36.88,29.99,43.74
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",59.05,41.43,77.86
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",66.8,47.88,86.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",51.49,34.22,70.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",22.56,17.09,28.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",22.96,17.76,28.93
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",22.18,16.49,28.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",10.59,9.21,11.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",9.64,8.43,10.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",11.5,9.87,13.16
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",23.5,20.1,26.67
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",23.7,20.4,26.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",23.32,19.78,26.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",18.31,15,21.97
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",17.17,14.15,20.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",19.38,15.74,23.49
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",49.38,43.2,55.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",62.22,54.27,70.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",37.28,32.54,42.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",11.6,7.63,15.92
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",12.5,8.82,16.36
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",10.7,6.25,15.82
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Both sexes",7.41,4.03,11.77
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Male",8.67,5.19,12.84
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Female",6.2,2.83,10.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Both sexes",20.06,16.42,23.85
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Male",19.96,16.5,23.71
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Female",20.17,16.19,24.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Both sexes",23.02,20.58,25.56
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Male",23.74,21.22,26.38
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Female",22.31,19.83,24.89
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Both sexes",26.2,23.26,29.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Male",25.04,22.18,28.02
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Female",27.41,24.22,30.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Both sexes",8.54,4.73,13.13
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Male",9.11,5.66,12.87
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Female",7.97,3.59,13.58
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Both sexes",14.64,11.78,21.69
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Male",15.45,12.59,23.08
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Female",13.1,10.17,20.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Both sexes",47.73,40.61,55.76
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Male",56.8,48.43,65.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Female",38.16,32.04,45.11
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Both sexes",10.26,7.5,13.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Male",12.16,9.11,15.51
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Female",8.36,5.8,11.38
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Both sexes",31.06,26.44,35.27
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Male",36.42,31.11,41.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Female",25.51,21.53,28.99
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Both sexes",19.12,15.18,23.04
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Male",20.88,16.5,25.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Female",17.31,13.49,21.2
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Both sexes",15.84,12.51,19.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Male",17.94,14.31,21.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Female",13.75,10.52,17.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Both sexes",39.36,31.46,45.92
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Male",46,37.24,53.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Female",32.61,25.84,38.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Both sexes",43.12,30.63,55.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Male",44.54,34.18,54.33
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Female",41.79,26.83,57.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Both sexes",9.68,5.69,14.27
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Male",10.25,6.71,14.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Female",9.16,4.66,14.75
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Both sexes",8.55,7.33,10.09
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Male",9.52,8.15,11.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Female",5.61,4.64,6.73
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Both sexes",8.17,5.9,11.15
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Male",8.69,6.78,11.58
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Female",7.64,4.87,10.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Both sexes",68.94,48.39,99.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Male",67.75,49.29,95.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Female",70.02,46.6,104.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Both sexes",47.84,37.32,59.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Male",53.95,42.73,66.15
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Female",41.72,31.56,52.33
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Both sexes",66.08,42.65,107.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Male",67.33,45.84,104.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Female",64.9,38.98,107.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Both sexes",53.46,39.11,69.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Male",56.53,44.23,69.53
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Female",50.8,33.75,69.23
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Both sexes",10.83,9.5,12.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Male",10.69,9.51,11.95
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Female",10.96,9.42,12.55
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Both sexes",13.04,9.95,15.89
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Male",13.61,10.58,16.44
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Female",12.49,9.32,15.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Both sexes",22.45,16.48,28.83
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Male",22.75,17.22,28.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Female",22.15,15.52,29.22
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Both sexes",25.86,20.63,31.08
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Male",31.38,25,37.58
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Female",19.96,15.4,24.92
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Both sexes",13.74,10.31,16.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Male",12.1,9.04,14.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Female",15.37,11.58,18.54
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Both sexes",21.42,17.56,29.87
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Male",25.12,20.72,34.16
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Female",16.55,13.42,23.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Both sexes",20.74,17.09,24.35
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Male",20.35,16.72,23.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Female",21.13,17.32,25.03
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Both sexes",51.6,34.47,71.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Male",54.75,37.91,74.26
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Female",48.58,30.97,70.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Both sexes",23.06,16.13,43.05
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Male",29.03,20.91,52.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Female",17.23,10.97,34.24
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Both sexes",35.74,31.98,39.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Male",35.21,31.3,39.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Female",36.27,32.19,40.13
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Both sexes",11.99,9.2,14.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Male",15.53,12.28,18.44
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Female",8.53,6.06,11.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Both sexes",33.8,23.83,46.21
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Male",34.77,26.18,45.45
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Female",32.87,21.1,47.39
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Both sexes",25.58,16.19,35.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Male",23.31,16.88,31.25
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Female",27.82,15.7,41.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Both sexes",23.06,20.09,25.93
