Indicator_data,case_id,First Tooltip
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2010,Female",5.22
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2005,Both sexes",12.29
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2005,Male",18.88
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2005,Female",5.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2000,Both sexes",12.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2000,Male",19.46
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Denmark,2000,Female",6.13
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2018,Both sexes",0.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2018,Male",0.75
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2018,Female",0.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2015,Both sexes",0.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2015,Male",0.86
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2015,Female",0.13
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2010,Both sexes",0.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2010,Male",1.15
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2010,Female",0.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2005,Both sexes",1.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2005,Male",2.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2005,Female",0.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2000,Both sexes",1.62
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2000,Male",2.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Djibouti,2000,Female",0.45
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2018,Both sexes",11.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2018,Male",18.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2018,Female",4.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2015,Both sexes",11.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2015,Male",18.29
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2015,Female",4.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2010,Both sexes",9.65
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2010,Male",15.59
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2010,Female",3.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2005,Both sexes",8.72
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2005,Male",14.1
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2005,Female",3.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2000,Both sexes",8.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2000,Male",13.56
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominica,2000,Female",3.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2018,Both sexes",6.68
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2018,Male",10.66
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2018,Female",2.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2015,Both sexes",6.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2015,Male",10.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2015,Female",2.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2010,Both sexes",6.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2010,Male",9.75
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2010,Female",2.54
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2005,Both sexes",6.15
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2005,Male",9.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2005,Female",2.52
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2000,Both sexes",7.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2000,Male",11.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Dominican Republic,2000,Female",2.94
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2018,Both sexes",4.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2018,Male",6.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2018,Female",2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2015,Both sexes",4.98
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2015,Male",7.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2015,Female",2.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2010,Both sexes",6.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2010,Male",9.44
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2010,Female",2.94
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2005,Both sexes",5.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2005,Male",8.88
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2005,Female",2.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2000,Both sexes",5.96
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2000,Male",9.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ecuador,2000,Female",2.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2018,Both sexes",0.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2018,Male",0.62
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2018,Female",0.097
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2015,Both sexes",0.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2015,Male",0.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2015,Female",0.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2010,Both sexes",0.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2010,Male",0.63
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2010,Female",0.1
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2005,Both sexes",0.29
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2005,Male",0.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2005,Female",0.079
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2000,Both sexes",0.25
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2000,Male",0.43
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Egypt,2000,Female",0.069
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2018,Both sexes",3.89
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2018,Male",6.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2018,Female",1.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2015,Both sexes",3.59
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2015,Male",6.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2015,Female",1.54
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2010,Both sexes",3.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2010,Male",5.56
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2010,Female",1.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2005,Both sexes",3.8
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2005,Male",6.37
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2005,Female",1.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2000,Both sexes",3.86
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2000,Male",6.44
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"El Salvador,2000,Female",1.62
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2018,Both sexes",7.23
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2018,Male",10.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2018,Female",3.27
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2015,Both sexes",9.08
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2015,Male",12.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2015,Female",4.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2010,Both sexes",9.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2010,Male",12.93
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2010,Female",4.33
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2005,Both sexes",8.91
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2005,Male",12.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2005,Female",4.22
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2000,Both sexes",7.45
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2000,Male",11.1
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Equatorial Guinea,2000,Female",3.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2018,Both sexes",1.44
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2018,Male",2.39
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2018,Female",0.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2015,Both sexes",1.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2015,Male",2.37
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2015,Female",0.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2010,Both sexes",1.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2010,Male",2.29
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2010,Female",0.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2005,Both sexes",2.08
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2005,Male",3.44
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2005,Female",0.74
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2000,Both sexes",1.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2000,Male",2.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eritrea,2000,Female",0.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2018,Both sexes",9.23
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2018,Male",14.96
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2018,Female",4.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2015,Both sexes",12.39
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2015,Male",20.08
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2015,Female",5.87
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2010,Both sexes",12.39
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2010,Male",20.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2010,Female",5.89
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2005,Both sexes",15.65
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2005,Male",25.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2005,Female",7.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2000,Both sexes",9.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2000,Male",15.8
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Estonia,2000,Female",4.35
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2018,Both sexes",10.04
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2018,Male",17.02
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2018,Female",3.76
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2015,Both sexes",9.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2015,Male",16.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2015,Female",3.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2010,Both sexes",6.82
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2010,Male",11.58
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2010,Female",2.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2005,Both sexes",6.71
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2005,Male",11.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2005,Female",2.52
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2000,Both sexes",7.46
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2000,Male",12.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Eswatini,2000,Female",2.82
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2018,Both sexes",2.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2018,Male",3.91
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2018,Female",0.83
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2015,Both sexes",2.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2015,Male",3.64
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2015,Female",0.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2010,Both sexes",2.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2010,Male",4.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2010,Female",0.88
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2005,Both sexes",2.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2005,Male",3.41
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2005,Female",0.72
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2000,Both sexes",1.76
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2000,Male",2.93
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ethiopia,2000,Female",0.62
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2018,Both sexes",3.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2018,Male",5.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2018,Female",1.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2015,Both sexes",3.33
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2015,Male",5.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2015,Female",1.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2010,Both sexes",3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2010,Male",4.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2010,Female",1.01
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2005,Both sexes",2.78
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2005,Male",4.56
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2005,Female",0.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2000,Both sexes",3.24
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2000,Male",5.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Fiji,2000,Female",1.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2018,Both sexes",10.78
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2018,Male",16.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2018,Female",5.05
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2015,Both sexes",11.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2015,Male",17.39
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2015,Female",5.25
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2010,Both sexes",12.59
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2010,Male",19.53
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2010,Female",6.01
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2005,Both sexes",13.11
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2005,Male",20.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2005,Female",6.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2000,Both sexes",11.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2000,Male",18.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Finland,2000,Female",5.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2018,Both sexes",12.33
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2018,Male",19.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2018,Female",5.83
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2015,Both sexes",12.64
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2015,Male",19.66
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2015,Female",5.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2010,Both sexes",12.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2010,Male",19.31
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2010,Female",5.86
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2005,Both sexes",13.09
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2005,Male",20.32
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2005,Female",6.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2000,Both sexes",14.08
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2000,Male",21.79
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"France,2000,Female",6.8
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2018,Both sexes",8.74
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2018,Male",13.17
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2018,Female",3.97
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2015,Both sexes",9.57
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2015,Male",14.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2015,Female",4.37
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2010,Both sexes",9.89
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2010,Male",15.02
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2010,Female",4.48
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2005,Both sexes",9.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2005,Male",14.45
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2005,Female",4.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2000,Both sexes",10.59
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2000,Male",16.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gabon,2000,Female",4.95
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2018,Both sexes",3.55
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2018,Male",6.07
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2018,Female",1.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2015,Both sexes",3.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2015,Male",6.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2015,Female",1.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2010,Both sexes",3.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2010,Male",6.5
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2010,Female",1.25
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2005,Both sexes",4.27
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2005,Male",7.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2005,Female",1.41
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2000,Both sexes",4.14
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2000,Male",7.01
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Gambia,2000,Female",1.37
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2018,Both sexes",8.25
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2018,Male",13.58
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2018,Female",3.59
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2015,Both sexes",9.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2015,Male",15.81
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2015,Female",4.2
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2010,Both sexes",9.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2010,Male",15.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2010,Female",4.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2005,Both sexes",6.39
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2005,Male",10.58
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2005,Female",2.8
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2000,Both sexes",4.41
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2000,Male",7.33
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Georgia,2000,Female",1.9
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2018,Both sexes",12.91
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2018,Male",19.9
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2018,Female",6.21
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2015,Both sexes",13.06
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2015,Male",20.13
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2015,Female",6.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2010,Both sexes",12.64
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2010,Male",19.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2010,Female",6.03
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2005,Both sexes",13.28
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2005,Male",20.64
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2005,Female",6.36
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2000,Both sexes",14.16
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2000,Male",22.01
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Germany,2000,Female",6.84
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2018,Both sexes",2.75
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2018,Male",4.4
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2018,Female",1.17
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2015,Both sexes",3.12
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2015,Male",4.99
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2015,Female",1.33
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2010,Both sexes",4.26
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2010,Male",6.86
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2010,Female",1.8
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2005,Both sexes",3.77
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2005,Male",6.04
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2005,Female",1.58
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2000,Both sexes",5.3
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2000,Male",8.42
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Ghana,2000,Female",2.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2018,Both sexes",10.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2018,Male",16.17
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2018,Female",4.46
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2015,Both sexes",10.49
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2015,Male",16.64
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2015,Female",4.61
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2010,Both sexes",9.67
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2010,Male",15.19
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2010,Female",4.38
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2005,Both sexes",10.73
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2005,Male",16.69
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2005,Female",4.94
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2000,Both sexes",10.18
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2000,Male",15.92
Total (recorded+unrecorded) alcohol per capita (15+) consumption,"Greece,2000,Female",4.59
