diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Male",75.31,62.11,85.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Female",63.06,52.57,71.21
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Both sexes",0.5,0.39,0.59
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Male",0.57,0.44,0.69
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Female",0.42,0.34,0.48
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Both sexes",20.72,18.18,23.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Male",22.8,20.05,25.84
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Female",18.64,16.17,21.49
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Both sexes",16.59,14.41,19.04
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Male",15.21,13.17,17.53
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Female",17.99,15.49,20.77
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Both sexes",8.76,6.81,10.31
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Male",8.49,5.37,10.87
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Female",9.03,7.35,10.34
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",14.7,9.78,20.72
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",15.88,10.96,21.31
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",13.54,8.65,20
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",0.95,0.11,2.54
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",0.87,0.1,2.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",1.02,0.12,2.75
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",1.61,0.45,3.43
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",1.75,0.49,3.74
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",1.47,0.41,3.14
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",7.7,4.62,11.37
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",9.02,5.76,12.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",6.4,3.22,10.54
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",1.93,0.74,5.39
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",1.66,0.75,4.12
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",2.2,0.72,6.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",2.52,0.51,5.61
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",2.59,0.52,5.77
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",2.45,0.49,5.46
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",141.3,128.5,152.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",138.4,124.4,151.2
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",144.1,131.3,155.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",79.83,67.92,89.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",81.34,68.94,90.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",78.37,66.78,87.34
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",0.54,0.44,0.64
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",0.69,0.53,0.83
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",0.4,0.33,0.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",25.66,22.89,28.48
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",25.81,23.11,28.55
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",25.51,22.33,28.49
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",23.88,20.91,26.94
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",20.55,17.88,23.36
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",27.13,23.64,30.77
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",9.59,7.52,11.13
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",8.51,5.05,10.9
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",10.64,8.77,11.95
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",180.9,160.4,197.9
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",186.9,164.9,205.2
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",175,155.8,190.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",130.3,110.2,145.4
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",136.5,115.7,152.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",124,105.4,138.1
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",0.31,0.25,0.36
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",0.33,0.26,0.4
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",0.28,0.23,0.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",24.13,21.64,26.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",26.08,23.39,28.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",22.18,19.71,24.63
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",17.23,15.35,19.22
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",15.43,13.64,17.36
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",19.03,16.86,21.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",7.26,5.68,8.47
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",6.91,4.2,8.8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",7.62,6.3,8.58
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",34.76,26.22,46.84
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",37.41,28.87,49.66
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",32.17,23.5,44.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",6.15,3.74,9.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",6,3.68,9.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",6.29,3.82,9.55
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",3.54,1.85,6.26
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",4.02,2.09,7.1
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",3.07,1.59,5.42
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",11.62,8.72,15.37
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",13.85,10.68,17.99
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",9.43,6.61,12.95
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",7.17,4.73,11.12
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",7.16,5,10.42
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",7.19,4.5,11.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",6.19,3.31,9.53
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",6.32,3.2,10.02
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",6.07,3.24,9.44
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",139.8,107,170.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",144.5,110.1,177.3
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",134.9,103,164.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",6.79,5.03,8.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",6.82,5.05,8.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",6.76,5.01,8.32
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",20.49,13.44,26.76
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",27.13,17.7,36.16
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",13.44,9.04,17.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",40.42,30.44,51.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",38.18,28.98,48.68
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",42.8,31.89,55.88
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",38.92,28.54,50.48
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",39.36,29.05,51.18
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",38.46,28.04,50.11
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",31.72,22.39,40.64
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",31.65,18.95,43.39
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",31.79,22.71,39.93
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",34.37,26.94,43.33
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",38.03,30.34,47.82
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",30.84,23.72,39.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",5,2.95,7.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",5.27,3.1,7.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",4.73,2.8,6.87
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",2.25,1.15,3.62
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",2.54,1.3,4.15
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",1.97,1.01,3.09
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",16.87,12.88,21.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",19.97,15.61,24.65
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",13.85,10.13,17.81
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",5.26,3.75,7.3
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",5.14,3.72,6.94
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",5.38,3.74,7.72
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",4.97,2.78,7.51
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",5.09,2.54,7.98
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",4.86,2.72,7.33
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",93.66,84.21,102.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",98.2,87.73,108.3
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",89.06,80.28,97.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",51.77,43.68,58.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",54.16,45.6,61.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",49.32,41.77,55.79
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",0.58,0.45,0.7
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",0.8,0.6,0.98
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",0.36,0.29,0.42
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",22.46,19.73,25.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",24.41,21.31,27.36
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",20.49,17.94,22.93
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",12.94,11.16,14.87
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",12.4,10.66,14.31
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",13.48,11.63,15.44
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",5.69,3.94,6.98
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",6.27,3.11,8.52
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",5.1,4.02,5.87
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",72.8,64.83,80.3
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",65.96,57.77,73.24
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",79.64,71.02,87.63
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",34.39,28.36,39.38
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",34.31,28.16,39.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",34.48,28.59,39.4
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",0.41,0.31,0.49
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",0.47,0.34,0.59
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",0.34,0.27,0.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",18.21,15.72,20.76
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",16.28,14.05,18.58
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",20.14,17.22,23.08
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",12.5,10.65,14.54
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",9.4,7.88,11
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",15.61,13.17,18.16
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",6.42,5.06,7.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",4.78,2.76,6.32
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",8.07,6.45,9.33
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",26.9,21.06,33.74
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",30.23,24.16,37.53
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",23.58,17.98,30.29
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",3.2,1.85,4.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",3.6,2.1,5.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",2.79,1.6,4.17
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",1.17,0.61,1.92
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",1.49,0.78,2.43
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",0.86,0.44,1.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",13,9.61,16.59
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",15.72,11.96,19.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",10.27,7.12,13.5
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",4.17,2.71,6.61
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",4.05,2.76,6.12
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",4.3,2.68,7.1
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",5.34,2.79,8.21
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",5.35,2.72,8.49
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",5.33,2.93,8.12
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",143.7,127.1,159.6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",156.9,137.8,175.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",130.1,115.9,143.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",76.42,63.48,87.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",85.77,70.7,99.03
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",66.81,55.69,75.93
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",0.47,0.36,0.56
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",0.54,0.4,0.66
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",0.39,0.31,0.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",34.28,29.86,38.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",38.6,33.41,43.69
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",29.85,25.79,33.8
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",23.36,20.1,26.43
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",22.45,19.1,25.79
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",24.3,20.96,27.61
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",8.62,6.05,10.5
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",8.99,4.76,12.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",8.24,6.47,9.58
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",86.45,61.89,126
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",90.51,66.79,129.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",82.66,56.87,122.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",3.26,1.57,5.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",3.59,1.76,5.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",2.94,1.39,4.91
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",10.86,5.22,19.96
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",16.12,7.86,29.2
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",5.97,2.76,11.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",44.02,29.22,64.08
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",43.24,30.73,59.85
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",44.75,27.01,68.06
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",18.47,10.54,32.66
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",16.26,10.24,26.34
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",20.53,10.85,38.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",9.75,4.88,15.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",11.26,5.44,18.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",8.34,4.09,13.89
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",89.88,49.74,173.9
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",94.94,54.53,183.7
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",84.81,45.06,166.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",17.84,6.97,35.31
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",17.68,7.04,35.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",17.99,6.84,35.74
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",11.94,3.66,27.31
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",14.42,4.65,32.96
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",9.46,2.68,21.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",34.07,20.11,62.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",36.6,22.54,65.56
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",31.53,17.51,59.68
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",13.15,6.59,25.96
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",13.27,7.01,25.87
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",13.03,6.16,26.49
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",12.64,4.84,25.96
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",12.8,4.93,28.06
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",12.48,4.68,24.76
