diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Both sexes",8.29,6.15,10.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Male",8.71,6.47,11.05
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Female",7.86,5.92,9.89
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Both sexes",3.56,2.61,4.62
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Male",3.92,2.87,5.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Female",3.2,2.34,4.17
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Both sexes",7.31,5.71,9.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Male",9.26,7.24,11.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Female",5.31,4.15,6.65
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Both sexes",1.84,0.37,4.28
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Male",1.65,0.33,3.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Female",2.01,0.4,4.69
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Both sexes",5.09,2.67,7.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Male",5.18,2.72,8.06
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Female",5.01,2.62,7.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Both sexes",3.53,1.68,5.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Male",3.34,1.59,5.49
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Female",3.7,1.76,6.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Both sexes",4.11,2.29,6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Male",3.91,2.15,5.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Female",4.31,2.4,6.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Both sexes",11.92,3.99,23.05
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Male",12.62,4.23,24.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Female",11.27,3.77,21.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Both sexes",3.41,2.38,4.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Male",3.62,2.52,4.86
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Female",3.2,2.24,4.32
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Both sexes",2.62,1.09,4.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Male",3.44,1.45,6.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Female",1.86,0.77,3.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Both sexes",25.15,21.09,28.52
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Male",25.9,21.63,29.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Female",24.41,20.5,27.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Both sexes",26.27,22.22,29.71
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Male",26.37,22.17,29.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Female",26.17,22.27,29.52
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Both sexes",9.05,7.14,11.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Male",8.92,7.04,10.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Female",9.24,7.29,11.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Both sexes",5.4,3.12,7.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Male",6.21,3.61,8.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Female",4.6,2.65,6.57
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Both sexes",29.59,25.09,33.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Male",28.89,24.33,32.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Female",30.28,25.72,34.05
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Both sexes",3.63,1.67,6.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Male",4.72,2.18,7.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Female",2.7,1.23,4.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Both sexes",2.46,1.69,3.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Male",2.22,1.52,2.98
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Female",2.7,1.85,3.62
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Both sexes",48.37,39.35,56.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Male",49.26,40.08,57.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Female",47.53,38.86,55.54
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Both sexes",45.43,38.61,51.15
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Male",44.46,37.56,50.2
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Female",46.41,39.63,52.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Both sexes",5.15,3.96,6.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Male",5.67,4.36,7.06
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Female",4.62,3.56,5.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Both sexes",2.57,0.88,4.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Male",3.29,1.12,6.28
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Female",1.95,0.67,3.72
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Both sexes",1.87,0.53,3.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Male",1.65,0.47,3.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Female",2.09,0.59,4.32
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Both sexes",35.38,29.99,39.64
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Male",36.17,30.57,40.73
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Female",34.6,29.47,38.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",31.19,26.36,35.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",33.59,28.31,37.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",28.84,24.52,32.28
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",8.08,3.76,15.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",8.21,3.85,15.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",7.94,3.66,15.95
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",0.76,0.23,1.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",0.69,0.21,1.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",0.84,0.25,1.77
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",54.7,46.62,61.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",53.89,45.65,60.27
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",55.51,47.36,61.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",5.4,2.13,9.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",4.67,1.84,8.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",6.13,2.42,10.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",47.97,38.72,56.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",54.48,44.03,64.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",41.35,33.48,48.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",3.77,1.62,7.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",4.08,1.76,8.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",3.46,1.48,7.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",5.37,3.97,7.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",5.84,4.3,7.67
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",4.91,3.64,6.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",19.49,15.75,22.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",19.05,15.37,21.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",19.95,16.07,22.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",6.68,5.42,7.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",8.47,6.89,9.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",4.92,4.02,5.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",3.58,2.27,4.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",4.06,2.59,5.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",3.11,2,4.12
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",5.89,4.05,8.18
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",6.07,4.17,8.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",5.72,3.95,7.95
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",38.03,32.27,42.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",38.91,32.91,43.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",37.2,31.7,41.71
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",24.26,20.32,27.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",25.23,20.97,28.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",23.34,19.61,26.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",33.07,26.3,39.82
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",34.63,27.35,41.99
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",31.59,25.02,37.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",23.25,19.23,26.34
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",22.61,18.72,25.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",23.84,19.73,26.86
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",3.14,1.08,5.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",2.94,1.01,5.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",3.33,1.14,6.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Both sexes",0.81,0.074,2.38
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Male",0.63,0.057,1.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Female",0.98,0.09,2.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Both sexes",8.07,6.36,9.69
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Male",9.19,7.17,11.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Female",6.99,5.53,8.34
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Both sexes",92.34,78.02,102.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Male",95.42,80.57,106.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Female",89.23,75.74,98.95
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Both sexes",107.9,90.98,120.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Male",109.8,92.29,123.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Female",106,89.92,117.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Both sexes",2.02,0.3,5.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Male",1.83,0.28,4.62
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Female",2.22,0.33,5.59
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Both sexes",3.26,2.3,5.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Male",3.12,2.21,5.16
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Female",3.51,2.48,5.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Both sexes",26.67,21.54,31.01
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Male",27.61,22.33,32.21
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Female",25.66,20.67,29.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Both sexes",4.93,3,7.15
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Male",5.18,3.16,7.52
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Female",4.67,2.86,6.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Both sexes",27.8,22.58,32.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Male",31.21,25.26,36.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Female",24.28,19.81,27.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Both sexes",8.11,5.95,10.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Male",8.21,6.04,10.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Female",7.99,5.94,10.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Both sexes",27.91,21.03,34.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Male",28.52,21.33,36.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Female",27.31,20.72,33.82
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Both sexes",36.96,28.29,44.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Male",36.92,27.89,44.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Female",36.99,28.14,44.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Both sexes",7.83,4.38,11.86
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Male",8.39,4.69,12.71
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Female",7.31,4.09,11.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Both sexes",5.33,1.09,12.27
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Male",5.48,1.12,12.61
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Female",5.2,1.06,11.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Both sexes",1.2,0.95,1.47
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Male",1.21,0.96,1.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Female",1.17,0.92,1.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Both sexes",8.64,4.94,13.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Male",8.49,4.89,13.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Female",8.79,4.99,14.25
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Both sexes",5.94,2.82,10.06
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Male",8.87,4.24,15.11
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Female",3.23,1.52,5.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Both sexes",2.95,2.22,3.64
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Male",3.16,2.35,3.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Female",2.75,2.07,3.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Both sexes",8.82,3.78,16.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Male",10.32,4.43,19.65
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Female",7.42,3.14,14.05
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Both sexes",3.37,1.64,5.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Male",5.16,2.5,8.47
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Female",1.82,0.89,3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Both sexes",31.57,26.84,35.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Male",32.84,27.84,36.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Female",30.34,25.84,33.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Both sexes",6.24,3.89,8.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Male",6.2,3.85,8.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Female",6.29,3.96,8.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Both sexes",9.4,5.25,13.69
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Male",9.35,5.25,13.61
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Female",9.45,5.27,13.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Both sexes",12.88,10,15.53
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Male",13.13,10.11,15.98
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Samoa,2016,Female",12.62,9.89,15.11
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Both sexes",35.22,27.49,41.16
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Male",35.6,27.34,41.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sao Tome and Principe,2016,Female",34.84,27.3,40.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Both sexes",8,6.09,11.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Male",7.64,5.83,10.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Saudi Arabia,2016,Female",8.48,6.43,12.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Both sexes",34.95,28.48,40.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Male",36.83,29.76,43.32
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Senegal,2016,Female",33.14,27.19,38.53
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Both sexes",5.97,3.49,8.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Male",6.63,3.85,9.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Serbia,2016,Female",5.33,3.07,7.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Both sexes",16.39,7.42,37.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Male",19.94,9.09,44.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Seychelles,2016,Female",12.92,5.78,29.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Both sexes",78.98,67,88.71
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Male",81,68.36,91.52
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sierra Leone,2016,Female",77,65.72,86.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Both sexes",17.77,8.84,28.45
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Male",17.73,8.82,28.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Singapore,2016,Female",17.81,8.86,28.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Both sexes",6.42,3.12,10.63
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Male",7.18,3.49,11.86
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovakia,2016,Female",5.7,2.74,9.65
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Both sexes",7.46,3.7,12.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Male",6.26,3.1,9.99
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Slovenia,2016,Female",8.65,4.26,14.17
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Both sexes",16.55,13.89,18.86
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Male",17.36,14.41,19.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Solomon Islands,2016,Female",15.72,13.32,17.81
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Both sexes",109.7,93.57,122.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Male",115.4,98.46,129.2
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Somalia,2016,Female",104.2,88.83,116.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Both sexes",21.87,16.19,27.89
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Male",24.74,18.36,31.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"South Africa,2016,Female",19.09,14.24,24.25
