diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea-Bissau,2016,Both sexes",6.8,5.04,8.06
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea-Bissau,2016,Male",6.39,3.4,8.47
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea-Bissau,2016,Female",7.19,5.79,8.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Guyana,2016,Both sexes",6.01,3.79,8.22
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Guyana,2016,Male",7.03,3.73,10.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Guyana,2016,Female",4.97,3.37,6.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Haiti,2016,Both sexes",9.2,6.18,11.28
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Haiti,2016,Male",10.12,4.95,13.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Haiti,2016,Female",8.29,6.52,9.53
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Honduras,2016,Both sexes",6.63,4.82,8.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Honduras,2016,Male",4.82,2.43,6.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Honduras,2016,Female",8.43,6.16,10.39
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Hungary,2016,Both sexes",9.51,4.17,16.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Hungary,2016,Male",11.1,4.87,18.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Hungary,2016,Female",8.07,3.53,13.64
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Both sexes",2.53,0.52,5.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Male",2.28,0.47,5.02
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Female",2.78,0.57,6.12
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Both sexes",36.82,28.07,44.97
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Male",35.54,23.16,46
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Female",38.19,30.71,45.24
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Both sexes",9.23,5.51,12.45
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Male",11.62,5.58,17.14
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Indonesia,2016,Female",6.81,4.71,8.74
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Both sexes",3.42,2.01,5
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Male",4.15,2.39,6.13
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iran (Islamic Republic of),2016,Female",2.67,1.58,3.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Both sexes",1.73,1.1,2.41
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Male",1.68,1.06,2.35
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Iraq,2016,Female",1.79,1.14,2.47
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Both sexes",3.95,1.13,7.69
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Male",4.04,1.16,7.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ireland,2016,Female",3.87,1.11,7.52
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Both sexes",3.94,1.92,6.45
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Male",4.36,2.13,7.14
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Israel,2016,Female",3.53,1.72,5.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Both sexes",8.26,3.71,13.89
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Male",9.33,4.19,15.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Italy,2016,Female",7.24,3.25,12.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Both sexes",3.67,1.81,5.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Male",5.41,2.46,8.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jamaica,2016,Female",1.94,1.05,2.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Both sexes",6.21,2.34,11.17
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Male",7.66,2.89,13.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Japan,2016,Female",4.83,1.82,8.69
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Both sexes",1.68,0.98,2.51
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Male",2.39,1.38,3.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Jordan,2016,Female",0.95,0.55,1.42
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Both sexes",5.19,2.17,9.21
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Male",6.25,2.51,11.35
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kazakhstan,2016,Female",4.2,1.78,7.68
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Both sexes",2.74,2.02,3.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Male",2.62,1.38,3.52
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kenya,2016,Female",2.85,2.29,3.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Both sexes",8.61,5.02,11.01
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Male",11.95,5.39,16.67
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kiribati,2016,Female",5.35,4.16,6.22
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Both sexes",1.75,1.07,2.46
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Male",1.86,1.15,2.63
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kuwait,2016,Female",1.58,0.98,2.24
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Both sexes",7.34,4.08,11.1
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Male",8.07,4.08,13.19
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Kyrgyzstan,2016,Female",6.62,3.53,9.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Both sexes",11.33,8.23,13.53
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Male",11,5.68,14.75
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lao People's Democratic Republic,2016,Female",11.66,9.28,13.37
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Both sexes",2.91,1.27,4.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Male",4.66,2,7.73
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Latvia,2016,Female",1.42,0.61,2.42
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Both sexes",4.16,2.31,6.33
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Male",4.05,2.25,6.16
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lebanon,2016,Female",4.27,2.37,6.5
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Both sexes",18.08,12.83,22.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Male",20.13,10.81,27.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lesotho,2016,Female",16.16,12.58,19.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Both sexes",4.18,3.08,4.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Male",3.51,1.74,4.77
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Liberia,2016,Female",4.86,3.84,5.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Both sexes",3.49,2.07,5.03
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Male",4.26,2.52,6.14
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Libya,2016,Female",2.71,1.61,3.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Both sexes",2.51,0.96,4.49
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Male",3.93,1.5,7.01
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Lithuania,2016,Female",1.31,0.5,2.34
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Both sexes",4.29,1.46,7.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Male",4.41,1.5,8.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Luxembourg,2016,Female",4.17,1.42,7.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Both sexes",8.28,5.9,9.95
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Male",8.43,4.34,11.35
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Madagascar,2016,Female",8.13,6.47,9.28
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Both sexes",4.02,2.86,4.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Male",4.24,2.17,5.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malawi,2016,Female",3.8,3.04,4.35
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Both sexes",2.89,1.29,5.34
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Male",3.94,1.75,7.26
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malaysia,2016,Female",1.77,0.79,3.31
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Both sexes",2.89,1.07,5.67
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Male",2.21,0.73,4.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Maldives,2016,Female",3.77,1.38,7.61
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Both sexes",10.43,7.68,12.37
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Male",10.77,5.96,14.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mali,2016,Female",10.08,8.2,11.42
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Both sexes",4.56,1.84,7.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Male",6.26,2.52,10.89
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Malta,2016,Female",2.85,1.15,4.95
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Both sexes",4.94,3.68,6.07
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Male",4.37,2.52,5.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritania,2016,Female",5.51,4.33,6.61
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Both sexes",9.27,4.29,17.93
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Male",10.6,4.81,20.64
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mauritius,2016,Female",7.97,3.7,15.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Both sexes",6.47,4.19,8.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Male",6.56,3.6,9.66
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mexico,2016,Female",6.37,4.23,8.51
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Both sexes",11.96,7.39,15.33
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Male",14.27,6.3,20.31
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Micronesia (Federated States of),2016,Female",9.53,7.22,11.19
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Both sexes",3.53,2.53,4.43
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Male",4.05,2.35,5.54
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mongolia,2016,Female",3.01,2.35,3.61
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Both sexes",10.02,5.85,13.94
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Male",12.76,6.51,19.55
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Montenegro,2016,Female",7.34,4.61,9.87
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Both sexes",3.42,1.97,5.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Male",3.91,2.2,5.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Morocco,2016,Female",2.93,1.71,4.41
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",3.51,2.51,4.23
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",3.6,1.8,4.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",3.42,2.7,3.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",24.13,16.89,29.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",30.19,17.17,40.03
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",18.34,14.64,21.08
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",9.4,6.4,12.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",11.21,5.9,15.9
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",7.69,5.73,9.43
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",30.87,24.88,35.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",27.36,18.41,34.49
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",34.18,28.22,39.21
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",6.93,2.67,12.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",7.22,2.78,12.87
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",6.65,2.56,11.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Both sexes",2.06,0.33,4.9
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Male",2.17,0.35,5.16
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"New Zealand,2016,Female",1.96,0.31,4.65
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Both sexes",6.14,4.23,7.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Male",6.12,3,8.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nicaragua,2016,Female",6.16,4.53,7.58
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Both sexes",6.51,5.05,7.58
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Male",6.71,4.26,8.45
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Niger,2016,Female",6.31,5.28,7.07
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Both sexes",6.83,5.5,7.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Male",5.57,3.45,7.09
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nigeria,2016,Female",8.13,6.75,9.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Both sexes",3.62,0.85,7.72
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Male",3.66,0.86,7.8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Norway,2016,Female",3.59,0.85,7.65
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Both sexes",0.79,0.45,1.28
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Male",0.78,0.44,1.27
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Oman,2016,Female",0.8,0.45,1.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Both sexes",15.61,11.25,19.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Male",19.74,12.41,26.07
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Pakistan,2016,Female",11.26,9,13.3
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Both sexes",4.65,2.44,7.17
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Male",4.76,2.1,7.77
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Panama,2016,Female",4.54,2.53,6.75
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Both sexes",9.98,6.55,12.58
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Male",11.16,4.85,15.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Papua New Guinea,2016,Female",8.76,6.68,10.3
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Both sexes",5,3.05,7.09
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Male",6.12,2.79,9.65
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Paraguay,2016,Female",3.84,2.61,4.95
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Both sexes",5.61,3.82,7.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Male",5.65,3.19,8.23
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Peru,2016,Female",5.57,3.95,7.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Both sexes",11.2,6.83,14.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Male",14.1,6.45,20.42
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Philippines,2016,Female",8.25,5.99,10.11
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Both sexes",7.58,3.89,12.24
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Male",9.51,4.88,15.37
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Poland,2016,Female",5.77,2.96,9.33
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Both sexes",3.88,1.09,7.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Male",4.56,1.28,9.05
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Portugal,2016,Female",3.27,0.92,6.48
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Both sexes",0.58,0.39,0.8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Male",0.61,0.4,0.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Qatar,2016,Female",0.51,0.34,0.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Both sexes",4.69,2.44,7.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Male",5.73,2.98,8.98
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Korea,2016,Female",3.65,1.9,6.02
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Both sexes",4.89,2.27,8.41
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Male",6.15,2.78,10.67
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Republic of Moldova,2016,Female",3.72,1.77,6.32
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Both sexes",14.1,9.29,18.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Male",16.58,9.25,23.9
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"The former Yugoslav Republic of Macedonia,2016,Female",11.63,8.03,14.72
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Both sexes",9.16,4.07,16.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Male",11.84,4.89,22.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Romania,2016,Female",6.65,2.88,12.43
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Both sexes",3.33,1.57,5.45
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Male",4.94,2.28,8.23
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Russian Federation,2016,Female",1.93,0.95,3.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Both sexes",5.93,4.52,6.94
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Male",5.58,3.16,7.25
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Rwanda,2016,Female",6.26,5.12,7.07
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Both sexes",5.72,3.2,8.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Male",8.31,4.5,12.68
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Lucia,2016,Female",3.24,1.88,4.89
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Saint Vincent and the Grenadines,2016,Both sexes",3.44,1.87,5.19
